,date,turnover<0,turnover>0,ХЃам<0,ХЃам>0
793,2012/4/12,1598728.182,2062479.732,1643453.419,1865521.289
794,2012/4/13,1598728.182,2070487.732,1643453.419,1872528.288
795,2012/4/16,1598728.182,2065359.732,1643453.419,1868041.289
796,2012/4/17,1598728.182,2039631.732,1643453.419,1845529.289
797,2012/4/18,1598728.182,2086055.732,1643453.419,1886150.289
798,2012/4/19,1598728.182,2082975.732,1643453.419,1883455.289
799,2012/4/20,1598728.182,2107599.732,1643453.419,1905001.289
800,2012/4/23,1598728.182,2090959.732,1643453.419,1890441.289
801,2012/4/24,1598728.182,2090023.732,1643453.419,1889622.289
802,2012/4/25,1598728.182,2106919.732,1643453.419,1904406.288
803,2012/4/26,1598728.182,2111319.732,1643453.419,1908256.288
804,2012/4/27,1598728.182,2107055.732,1643453.419,1904525.289
805,2012/5/2,1598728.182,2152919.732,1643453.419,1944656.288
806,2012/5/3,1598728.182,2159343.732,1643453.419,1950277.289
807,2012/5/4,1598728.182,2178831.732,1643453.419,1967329.289
808,2012/5/7,1598728.182,2180351.732,1643453.419,1968659.289
809,2012/5/8,1598728.182,2173423.732,1643453.419,1962597.289
810,2012/5/9,1598728.182,2132135.732,1643453.419,1926470.289
811,2012/5/10,1598728.182,2131895.732,1643453.419,1926260.289
812,2012/5/11,1598728.182,2115663.732,1643453.419,1912057.289
813,2012/5/14,1598728.182,2098551.732,1643453.419,1897084.289
814,2012/5/15,1598728.182,2100023.732,1643453.419,1898372.289
815,2012/5/16,1598728.182,2065847.732,1643453.419,1868468.289
816,2012/5/17,1598728.182,2097279.732,1643453.419,1895971.289
817,2012/5/18,1598728.182,2065311.732,1643453.419,1867999.289
818,2012/5/21,1598728.182,2075911.732,1643453.419,1877274.289
819,2012/5/22,1598728.182,2108151.732,1643453.419,1905484.289
820,2012/5/23,1598728.182,2099623.732,1643453.419,1898022.289
821,2012/5/24,1598728.182,2082335.732,1643453.419,1882895.289
822,2012/5/25,1598728.182,2064607.732,1643453.419,1867383.289
823,2012/5/28,1598728.182,2097879.732,1643453.419,1896496.289
824,2012/5/29,1598728.182,2126807.732,1643453.419,1921808.289
825,2012/5/30,1598728.182,2119935.732,1643453.419,1915795.289
826,2012/5/31,1598728.182,2111759.732,1643453.419,1908641.289
827,2012/6/1,1598728.182,2112527.732,1643453.419,1909313.289
828,2012/6/4,1598728.182,2053147.01,1643453.419,1857534.289
829,2012/6/5,1598728.182,2053147.01,1643453.419,1857401.289
830,2012/6/6,1598728.182,2053147.01,1643453.419,1856393.289
831,2012/6/7,1598728.182,2053147.01,1643453.419,1845739.289
832,2012/6/8,1598728.182,2053147.01,1643453.419,1833244.289
833,2012/6/11,1598728.182,2053147.01,1643453.419,1857002.289
834,2012/6/12,1598728.182,2053147.01,1643453.419,1844339.289
835,2012/6/13,1598728.182,2053147.01,1643453.419,1872661.289
836,2012/6/14,1598728.182,2053147.01,1643453.419,1858507.289
837,2012/6/15,1598728.182,2053147.01,1643453.419,1863848.289
838,2012/6/18,1598728.182,2053147.01,1643453.419,1873060.289
839,2012/6/19,1598728.182,2053147.01,1643453.419,1857247.289
840,2012/6/20,1598728.182,2053147.01,1643453.419,1853040.289
841,2012/6/21,1598728.182,2053147.01,1643453.419,1824746.289
842,2012/6/25,1598728.182,2053147.01,1643453.419,1785777.289
843,2012/6/26,1598728.182,2053147.01,1643453.419,1784657.289
844,2012/6/27,1598728.182,2053147.01,1643453.419,1779253.288
845,2012/6/28,1598728.182,2053147.01,1643453.419,1764224.289
846,2012/6/29,1598728.182,2053147.01,1643453.419,1789340.289
847,2012/7/2,1598728.182,2053147.01,1643453.419,1791881.288
848,2012/7/3,1598728.182,2053147.01,1643453.419,1794317.288
849,2012/7/4,1598728.182,2053147.01,1643453.419,1791657.289
850,2012/7/5,1598728.182,2053147.01,1643453.419,1767472.289
851,2012/7/6,1598728.182,2053147.01,1643453.419,1797040.289
852,2012/7/9,1598728.182,2053147.01,1643453.419,1757441.289
853,2012/7/10,1598728.182,2053147.01,1643453.419,1750910.289
854,2012/7/11,1598728.182,2053147.01,1643453.419,1764112.289
855,2012/7/12,1598728.182,2053147.01,1643453.419,1780639.289
856,2012/7/13,1598728.182,2053147.01,1643453.419,1781654.289
857,2012/7/16,1598728.182,2053147.01,1643453.419,1746024.289
858,2012/7/17,1598728.182,2053147.01,1643453.419,1756153.288
859,2012/7/18,1598728.182,2053147.01,1643453.419,1756251.289
860,2012/7/19,1598728.182,2053147.01,1643453.419,1763237.289
861,2012/7/20,1598728.182,2053147.01,1643453.419,1745135.289
862,2012/7/23,1598728.182,2053147.01,1643453.419,1722014.289
863,2012/7/24,1598728.182,2053147.01,1643453.419,1729406.288
864,2012/7/25,1598728.182,2053147.01,1643453.419,1718269.289
865,2012/7/26,1598728.182,2053147.01,1643453.419,1709456.288
866,2012/7/27,1598587.236,2053147.01,1643453.419,1710590.289
867,2012/7/30,1590595.236,2052960.146,1643453.419,1701266.289
868,2012/7/31,1588873.236,2050664.146,1643453.419,1699257.289
869,2012/8/1,1604311.236,2071248.146,1643453.419,1717268.289
870,2012/8/2,1590049.236,2052232.146,1643453.419,1700629.289
871,2012/8/3,1601365.235,2067320.146,1643453.419,1713831.288
872,2012/8/6,1620487.236,2092816.146,1643453.419,1736140.289
873,2012/8/7,1622443.236,2095424.146,1643453.419,1738422.289
874,2012/8/8,1623001.236,2096168.146,1643453.419,1739073.289
875,2012/8/9,1636141.236,2113688.146,1643453.419,1754403.288
876,2012/8/10,1628971.236,2104128.146,1643453.419,1746038.289
877,2012/8/13,1600279.236,2065872.146,1643312.303,1712564.289
878,2012/8/14,1603333.236,2069944.146,1646366.303,1716127.289
879,2012/8/15,1588087.236,2049616.146,1631120.303,1698340.289
880,2012/8/16,1580923.236,2040064.146,1623956.303,1689982.289
881,2012/8/17,1577209.236,2035112.146,1620242.303,1685649.289
882,2012/8/20,1570195.236,2025760.146,1613228.303,1677466.289
883,2012/8/21,1577341.236,2035288.146,1620374.303,1685803.288
884,2012/8/22,1566475.236,2020800.146,1609508.303,1673126.289
885,2012/8/23,1570441.236,2026088.146,1613474.303,1677753.288
886,2012/8/24,1554529.236,2004872.146,1597562.303,1659189.289
887,2012/8/27,1526041.236,1966888.146,1569074.303,1625953.288
888,2012/8/28,1532167.236,1975056.146,1575200.303,1633100.289
889,2012/8/29,1518007.236,1956176.146,1561040.303,1616580.289
890,2012/8/30,1515943.236,1953424.146,1558976.303,1614172.289
891,2012/8/31,1512043.236,1948224.146,1555076.303,1609622.289
892,2012/9/3,1526143.236,1967024.146,1569176.303,1626072.289
893,2012/9/4,1511767.236,1947856.146,1554800.303,1609300.289
894,2012/9/5,1509049.236,1944232.146,1552082.303,1606129.289
895,2012/9/6,1519813.236,1958584.146,1562846.303,1618687.289
896,2012/9/7,1579429.236,2038072.146,1622462.303,1688239.289
897,2012/9/10,1585123.236,2045664.146,1628156.303,1694882.289
898,2012/9/11,1576255.236,2033840.146,1619288.303,1684536.289
899,2012/9/12,1581163.236,2040384.146,1624196.303,1690262.289
900,2012/9/13,1568197.236,2023096.146,1611230.303,1675135.289
901,2012/9/14,1578445.236,2036760.146,1621478.303,1687091.289
902,2012/9/17,1544347.236,1991296.146,1587380.303,1647310.289
903,2012/9/18,1530265.235,1972520.146,1573298.303,1630881.288
904,2012/9/19,1536865.235,1981320.146,1579898.303,1638581.288
905,2012/9/20,1506691.236,1941088.146,1549724.303,1603378.288
906,2012/9/21,1508557.236,1943576.146,1551590.303,1605555.289
907,2012/9/24,1518433.236,1956744.146,1561466.303,1617077.289
908,2012/9/25,1515211.236,1952448.146,1558244.303,1613318.289
909,2012/9/26,1500055.236,1932240.146,1543088.303,1595636.289
910,2012/9/27,1540153.235,1985704.146,1583186.303,1642417.288
911,2012/9/28,1564987.236,2018816.146,1608020.303,1671390.289
912,2012/10/8,1551151.236,2000368.146,1594184.303,1655248.289
913,2012/10/9,1581217.236,2040456.146,1624250.303,1690325.289
914,2012/10/10,1583593.236,2043624.146,1626626.303,1693097.289
915,2012/10/11,1570639.236,2026352.146,1613672.303,1677984.289
916,2012/10/12,1571839.236,2027952.146,1614872.303,1679384.289
917,2012/10/15,1566037.236,2020216.146,1609070.303,1672615.289
918,2012/10/16,1568017.236,2022856.146,1611050.303,1674925.289
919,2012/10/17,1569601.236,2024968.146,1612634.303,1676773.289
920,2012/10/18,1590769.236,2053192.146,1633802.303,1701469.289
921,2012/10/19,1588603.235,2050304.146,1631636.303,1698942.288
922,2012/10/22,1594075.236,2057600.146,1637108.303,1705326.289
923,2012/10/23,1576369.236,2033992.146,1619402.303,1684669.289
924,2012/10/24,1573789.236,2030552.146,1616822.303,1681659.289
925,2012/10/25,1563865.235,2017320.146,1606898.303,1670081.288
926,2012/10/26,1537867.236,1982656.146,1580900.303,1639750.289
927,2012/10/29,1530631.236,1972829.278,1573530.152,1631308.289
928,2012/10/30,1533049.236,1972829.278,1573530.152,1634129.289
929,2012/10/31,1542013.236,1972829.278,1573530.152,1644587.289
930,2012/11/1,1567849.236,1972829.278,1573530.152,1674729.289
931,2012/11/2,1573183.236,1972829.278,1573530.152,1680952.289
932,2012/11/5,1570249.236,1972829.278,1573530.152,1677529.289
933,2012/11/6,1564447.236,1972829.278,1573530.152,1670760.289
934,2012/11/7,1561627.236,1972829.278,1573530.152,1667470.289
935,2012/11/8,1536367.236,1972829.278,1573530.152,1638000.289
936,2012/11/9,1533673.236,1972829.278,1573530.152,1634857.289
937,2012/11/12,1540231.236,1972829.278,1573530.152,1642508.289
938,2012/11/13,1516585.236,1972829.278,1573530.152,1614921.289
939,2012/11/14,1522987.236,1972829.278,1573530.152,1622390.289
940,2012/11/15,1505293.236,1972829.278,1573530.152,1601747.289
941,2012/11/16,1495465.235,1972829.278,1573530.152,1590281.288
942,2012/11/19,1494115.235,1972829.278,1573530.152,1588706.288
943,2012/11/20,1488049.236,1972829.278,1573530.152,1581629.289
944,2012/11/21,1506061.236,1972829.278,1573530.152,1602643.289
945,2012/11/22,1495651.236,1972829.278,1573530.152,1590498.289
946,2012/11/23,1504729.236,1972829.278,1573530.152,1601089.289
947,2012/11/26,1494481.236,1972829.278,1573530.152,1589133.289
948,2012/11/27,1479505.236,1972829.278,1573530.152,1571661.289
949,2012/11/28,1466617.236,1972829.278,1573381.111,1556625.289
950,2012/11/29,1458529.236,1972829.278,1563945.111,1547189.289
951,2012/11/30,1472917.236,1972829.278,1580731.111,1563975.289
952,2012/12/3,1454431.236,1972829.278,1559164.111,1542408.289
953,2012/12/4,1468003.235,1972829.278,1574998.111,1558242.288
954,2012/12/5,1513849.236,1972829.278,1628485.111,1611729.289
955,2012/12/6,1511281.236,1972829.278,1625489.111,1608733.289
956,2012/12/7,1537177.236,1972829.278,1655701.111,1638945.289
957,2012/12/10,1551751.236,1972829.278,1672704.111,1655948.289
958,2012/12/11,1544221.236,1972829.278,1663919.111,1647163.289
959,2012/12/12,1549783.236,1972829.278,1670408.111,1653652.289
960,2012/12/13,1534705.236,1972829.278,1652817.111,1636061.289
961,2012/12/14,1602637.236,1972829.278,1732071.111,1715315.289
962,2012/12/17,1609141.236,1972829.278,1739659.111,1722903.288
963,2012/12/18,1609993.236,1972829.278,1740653.111,1723897.289
964,2012/12/19,1611787.236,1972639.59,1742746.111,1725990.289
965,2012/12/20,1620013.236,1983607.59,1752343.111,1735587.289
966,2012/12/21,1612321.236,1973351.59,1743369.111,1726613.289
967,2012/12/24,1617853.235,1980727.59,1749823.111,1733067.288
968,2012/12/25,1658161.236,2034471.59,1796849.111,1780093.289
969,2012/12/26,1663693.236,2041847.59,1803303.111,1786547.289
970,2012/12/27,1655875.236,2031423.59,1794182.111,1777426.289
971,2012/12/28,1677151.236,2059791.59,1819004.111,1802248.289
972,2012/12/31,1702891.236,2094111.59,1849034.111,1832278.288
973,2013/1/4,1703767.236,2095279.59,1850056.111,1833300.289
974,2013/1/7,1710715.235,2104543.59,1858162.111,1841406.288
975,2013/1/8,1704319.236,2096015.59,1850700.111,1833944.289
976,2013/1/9,1704799.236,2096655.59,1851260.111,1834504.289
977,2013/1/10,1707463.236,2100207.59,1854368.111,1837612.289
978,2013/1/11,1679059.236,2062335.59,1821230.111,1804474.289
979,2013/1/14,1735759.236,2137935.59,1887380.111,1870624.289
980,2013/1/15,1746637.236,2152439.59,1900071.111,1883315.289
981,2013/1/16,1735375.236,2137423.59,1886932.111,1870176.289
982,2013/1/17,1720777.236,2117959.59,1869901.111,1853145.289
983,2013/1/18,1746385.236,2152103.59,1899777.111,1883021.289
984,2013/1/21,1755661.236,2164471.59,1910599.111,1893843.289
985,2013/1/22,1747261.236,2153271.59,1900799.111,1884043.289
986,2013/1/23,1753597.236,2161719.59,1908191.111,1891435.289
987,2013/1/24,1738777.236,2141959.59,1890901.111,1874145.289
988,2013/1/25,1732123.236,2133087.59,1883138.111,1866382.289
989,2013/1/28,1780237.236,2197239.59,1939271.111,1922515.289
990,2013/1/29,1794643.236,2216447.59,1956078.111,1939322.289
991,2013/1/30,1802347.236,2226719.59,1965066.111,1948310.289
992,2013/1/31,1801249.236,2225255.59,1963785.111,1947029.289
993,2013/2/1,1835113.236,2270407.59,2003293.111,1986537.289
994,2013/2/4,1837939.236,2274175.59,2006590.111,1989834.289
995,2013/2/5,1852129.236,2293095.59,2023145.111,2006389.289
996,2013/2/6,1854625.236,2296423.59,2026057.111,2009301.289
997,2013/2/7,1845043.236,2283647.59,2014878.111,1998122.289
998,2013/2/8,1852159.236,2293135.59,2023180.111,2006424.289
999,2013/2/18,1831603.235,2265727.59,1999198.111,1982442.288
1000,2013/2/19,1800487.236,2224239.59,1962896.111,1946140.289
1001,2013/2/20,1810705.236,2237863.59,1974817.111,1958061.289
1002,2013/2/21,1755451.236,2164191.59,1910354.111,1893598.289
1003,2013/2/22,1747081.236,2153031.59,1900589.111,1883833.289
1004,2013/2/25,1752097.236,2159719.59,1906441.111,1889685.289
1005,2013/2/26,1729675.236,2129823.59,1880282.111,1863526.289
1006,2013/2/27,1745929.236,2151495.59,1899245.111,1882489.289
1007,2013/2/28,1793119.236,2214415.59,1954300.111,1937544.289
1008,2013/3/1,1790425.236,2210823.59,1951157.111,1934401.289
1009,2013/3/4,1716553.235,2112327.59,1864973.111,1848217.288
1010,2013/3/5,1762807.236,2173999.59,1918936.111,1902180.289
1011,2013/3/6,1779241.236,2195911.59,1938109.111,1921353.288
1012,2013/3/7,1760809.236,2171335.59,1916605.111,1899849.289
1013,2013/3/8,1753279.236,2161295.59,1907820.111,1891064.289
1014,2013/3/11,1744543.236,2149647.59,1897628.111,1880872.289
1015,2013/3/12,1722487.236,2120239.59,1871896.111,1855140.289
1016,2013/3/13,1705615.235,2097743.59,1852212.111,1835456.288
1017,2013/3/14,1709683.236,2103167.59,1856958.111,1840202.289
1018,2013/3/15,1713043.236,2107647.59,1860878.111,1844122.289
1019,2013/3/18,1690615.235,2077743.59,1834712.111,1817956.288
1020,2013/3/19,1704181.236,2095831.59,1850539.111,1833783.289
1021,2013/3/20,1755223.236,2163887.59,1910088.111,1893332.289
1022,2013/3/21,1758115.235,2167743.59,1913462.111,1896706.288
1023,2013/3/22,1760107.236,2170399.59,1915786.111,1899030.289
1024,2013/3/25,1756981.236,2166231.59,1912139.111,1895383.289
1025,2013/3/26,1734151.236,2135791.59,1885504.111,1868748.289
1026,2013/3/27,1739239.236,2142575.59,1891440.111,1874684.289
1027,2013/3/28,1688701.236,2075191.59,1832479.111,1815723.289
1028,2013/3/29,1686169.236,2071815.59,1829525.111,1812769.289
1029,2013/4/1,1685035.236,2070303.59,1828202.111,1811446.289
1030,2013/4/2,1680955.236,2064863.59,1823442.111,1806686.289
1031,2013/4/3,1679251.236,2062591.59,1821454.111,1804698.289
1032,2013/4/8,1672501.236,2053591.59,1813579.111,1796823.289
1033,2013/4/9,1682779.236,2067295.59,1825570.111,1808814.289
1034,2013/4/10,1680307.236,2063999.59,1822686.111,1805930.289
1035,2013/4/11,1675849.236,2058055.59,1817485.111,1800729.289
1036,2013/4/12,1666387.236,2045439.59,1806446.111,1789690.289
1037,2013/4/15,1651213.236,2025207.59,1788743.111,1771987.289
1038,2013/4/16,1664875.236,2043423.59,1804682.111,1787926.289
1039,2013/4/17,1664203.235,2042527.59,1803898.111,1787142.288
1040,2013/4/18,1668031.236,2047631.59,1808364.111,1791608.289
1041,2013/4/19,1709419.236,2102815.59,1856650.111,1839894.289
1042,2013/4/22,1707523.236,2100287.59,1854438.111,1837682.289
1043,2013/4/23,1658803.235,2035327.59,1797598.111,1780842.288
1044,2013/4/24,1686469.236,2072215.59,1829875.111,1813119.289
1045,2013/4/25,1669849.236,2050055.59,1810485.111,1793729.289
1046,2013/4/26,1657507.236,2033599.59,1796086.111,1779330.289
1047,2013/5/2,1658905.236,2035463.59,1797717.111,1780961.289
1048,2013/5/3,1684867.236,2070079.59,1828006.111,1811250.289
1049,2013/5/6,1704709.236,2096535.59,1851155.111,1834399.289
1050,2013/5/7,1707085.236,2099703.59,1853927.111,1837171.289
1051,2013/5/8,1714801.236,2109991.59,1862929.111,1846173.289
1052,2013/5/9,1705795.236,2097983.59,1852422.111,1835666.289
1053,2013/5/10,1713625.236,2108423.59,1861557.111,1844801.289
1054,2013/5/13,1707583.236,2100367.59,1854508.111,1837752.289
1055,2013/5/14,1685125.236,2070423.59,1828307.111,1811551.289
1056,2013/5/15,1693279.236,2081295.59,1837820.111,1821064.289
1057,2013/5/16,1720747.236,2117919.59,1869866.111,1853110.289
1058,2013/5/17,1744195.713,2149391.59,1897404.111,1880466.845
1059,2013/5/20,1744195.713,2163439.59,1909696.111,1880466.845
1060,2013/5/21,1744195.713,2167631.59,1913364.111,1880466.845
1061,2013/5/22,1744195.713,2170175.59,1915590.111,1880466.845
1062,2013/5/23,1744195.713,2142031.59,1890964.111,1880466.845
1063,2013/5/24,1744195.713,2153535.59,1901030.111,1880466.845
1064,2013/5/27,1744195.713,2155423.59,1902682.111,1880466.845
1065,2013/5/28,1744195.713,2191239.59,1934021.111,1880466.845
1066,2013/5/29,1744195.713,2189799.59,1932761.111,1880466.845
1067,2013/5/30,1744195.713,2183207.59,1926993.111,1880466.845
1068,2013/5/31,1744195.713,2160895.59,1907470.111,1880466.845
1069,2013/6/3,1744195.713,2157847.59,1904803.111,1880466.845
1070,2013/6/4,1744195.713,2128287.59,1878938.111,1880466.845
1071,2013/6/5,1744195.713,2124183.59,1875347.111,1880466.845
1072,2013/6/6,1744195.713,2098023.59,1852457.111,1880466.845
1073,2013/6/7,1744195.713,2063079.59,1821881.111,1880466.845
1074,2013/6/13,1744195.713,1995703.59,1762927.111,1880466.845
1075,2013/6/14,1744195.713,2009167.59,1774708.111,1880466.845
1076,2013/6/17,1744195.713,1998823.59,1765657.111,1880466.845
1077,2013/6/18,1744195.713,2010751.59,1776094.111,1880466.845
1078,2013/6/19,1744195.713,1996367.59,1763508.111,1880466.845
1079,2013/6/20,1744195.713,1932927.59,1707998.111,1880466.845
1080,2013/6/21,1744195.713,1929663.59,1705142.111,1880466.845
1081,2013/6/24,1744195.713,1812719.59,1602816.111,1880466.845
1082,2013/6/25,1744195.713,1808087.59,1598763.111,1880466.845
1083,2013/6/26,1744195.713,1810391.59,1600779.111,1880466.845
1084,2013/6/27,1744195.713,1804343.59,1595487.111,1880466.845
1085,2013/6/28,1744195.713,1836263.59,1623417.111,1880466.845
1086,2013/7/1,1744195.713,1846407.59,1632293.111,1880466.845
1087,2013/7/2,1744195.713,1853335.59,1638355.111,1880466.845
1088,2013/7/3,1744195.713,1838815.59,1625650.111,1880466.845
1089,2013/7/4,1744195.713,1853335.59,1638355.111,1880466.845
1090,2013/7/5,1744195.713,1857231.59,1641764.111,1880466.845
1091,2013/7/8,1744195.713,1806647.59,1597503.111,1880466.845
1092,2013/7/9,1744195.713,1805887.59,1596838.111,1880466.845
1093,2013/7/10,1744195.713,1855007.59,1639818.111,1880466.845
1094,2013/7/11,1744195.713,1937103.59,1711652.111,1880466.845
1095,2013/7/12,1744195.713,1896047.59,1675728.111,1880466.845
1096,2013/7/15,1744195.713,1921591.59,1698079.111,1880466.845
1097,2013/7/16,1744195.713,1930031.59,1705464.111,1880466.845
1098,2013/7/17,1744195.713,1902023.59,1680957.111,1880466.845
1099,2013/7/18,1744195.713,1872015.59,1654700.111,1880466.845
1100,2013/7/19,1744195.713,1828135.59,1616305.111,1880466.845
1101,2013/7/22,1744195.713,1837503.59,1624502.111,1880466.845
1102,2013/7/23,1744195.713,1888423.59,1669057.111,1880466.845
1103,2013/7/24,1744195.713,1875071.59,1657374.111,1880466.845
1104,2013/7/25,1744195.713,1865895.59,1649345.111,1880466.845
1105,2013/7/26,1744195.713,1854959.59,1639776.111,1880466.845
1106,2013/7/29,1744195.713,1816527.59,1606148.111,1880466.845
1107,2013/7/30,1744195.713,1827263.59,1615542.111,1880466.845
1108,2013/7/31,1744195.713,1830167.59,1618083.111,1880466.845
1109,2013/8/1,1744195.713,1872039.59,1654721.111,1880466.845
1110,2013/8/2,1744038.404,1873559.59,1656051.111,1880466.845
1111,2013/8/5,1765787.404,1898415.59,1677800.111,1880466.845
1112,2013/8/6,1776504.404,1910663.59,1688517.111,1880466.845
1113,2013/8/7,1767390.404,1900247.59,1679403.111,1880466.845
1114,2013/8/8,1764702.404,1897175.59,1676715.111,1880466.845
1115,2013/8/9,1771163.404,1904559.59,1683176.111,1880466.845
1116,2013/8/12,1817909.404,1957983.59,1729922.111,1880466.845
1117,2013/8/13,1822305.404,1963007.59,1734318.111,1880466.845
1118,2013/8/14,1815312.404,1955015.59,1727325.111,1880466.845
1119,2013/8/15,1796062.404,1933015.59,1708075.111,1880466.845
1120,2013/8/16,1783854.404,1919063.59,1695867.111,1880466.845
1121,2013/8/19,1802957.404,1940895.59,1714970.111,1880466.845
1122,2013/8/20,1789685.404,1925727.59,1701698.111,1880466.845
1123,2013/8/21,1786969.404,1922623.59,1698982.111,1880466.845
1124,2013/8/22,1783707.404,1918895.59,1695720.111,1880466.845
1125,2013/8/23,1771807.404,1905295.59,1683820.111,1880466.845
1126,2013/8/26,1805890.404,1944247.59,1717903.111,1880466.845
1127,2013/8/27,1809572.404,1948455.59,1721585.111,1880466.845
1128,2013/8/28,1800598.404,1938199.59,1712611.111,1880466.845
1129,2013/8/29,1793773.404,1930399.59,1705786.111,1880466.845
1130,2013/8/30,1790693.404,1926879.59,1702706.111,1880466.845
1131,2013/9/2,1795194.404,1932023.59,1707207.111,1880466.845
1132,2013/9/3,1819106.404,1959351.59,1731119.111,1880466.845
1133,2013/9/4,1816446.404,1956311.59,1728459.111,1880466.845
1134,2013/9/5,1810174.404,1949143.59,1722187.111,1880466.845
1135,2013/9/6,1821402.404,1961975.59,1733415.111,1880466.845
1136,2013/9/9,1879383.404,2028239.59,1791396.111,1880466.845
1137,2013/9/10,1903379.404,2055663.59,1815392.111,1880466.845
1138,2013/9/11,1908979.404,2062063.59,1820992.111,1880466.845
1139,2013/9/12,1926178.404,2081719.59,1838191.111,1880466.845
1140,2013/9/13,1913186.404,2066871.59,1825199.111,1880466.845
1141,2013/9/16,1905829.404,2058463.59,1817842.111,1880466.845
1142,2013/9/17,1870080.404,2017607.59,1782093.111,1880466.845
1143,2013/9/18,1873713.404,2021759.59,1785726.111,1880466.845
1144,2013/9/23,1901559.404,2053583.59,1813572.111,1880466.845
1145,2013/9/24,1881679.404,2030863.59,1793692.111,1880466.845
1146,2013/9/25,1871277.404,2018975.59,1783290.111,1880466.845
1147,2013/9/26,1840064.404,1983303.59,1752077.111,1880466.845
1148,2013/9/27,1847435.404,1991727.59,1759448.111,1880466.845
1149,2013/9/30,1857284.404,2002983.59,1769297.111,1880466.845
1150,2013/10/8,1880223.404,2029199.59,1792236.111,1880466.845
1151,2013/10/9,1888462.404,2038615.59,1800475.111,1880466.845
1152,2013/10/10,1871480.404,2019207.59,1783493.111,1880466.845
1153,2013/10/11,1898913.404,2050559.59,1810926.111,1880294.049
1154,2013/10/14,1901734.404,2053783.59,1813747.111,1883115.049
1155,2013/10/15,1898220.404,2049767.59,1810233.111,1879601.049
1156,2013/10/16,1865915.404,2012847.59,1777928.111,1847296.049
1157,2013/10/17,1860287.404,2006415.59,1772300.111,1841668.049
1158,2013/10/18,1869191.404,2016591.59,1781204.111,1850572.049
1159,2013/10/21,1900880.404,2052807.59,1812893.111,1882261.049
1160,2013/10/22,1883079.404,2032463.59,1795092.111,1864460.049
1161,2013/10/23,1863899.404,2010543.59,1775912.111,1845280.049
1162,2013/10/24,1851313.404,1996159.59,1763326.111,1832694.049
1163,2013/10/25,1828948.404,1970599.59,1740961.111,1810329.049
1164,2013/10/28,1827121.404,1968511.59,1739134.111,1808502.049
1165,2013/10/29,1831391.404,1973391.59,1743404.111,1812772.049
1166,2013/10/30,1856185.404,2001727.59,1768198.111,1837566.049
1167,2013/10/31,1832560.404,1974727.59,1744573.111,1813941.049
1168,2013/11/1,1840428.404,1983719.59,1752441.111,1821809.049
1169,2013/11/4,1837271.404,1980111.59,1749284.111,1818652.049
1170,2013/11/5,1839595.404,1982767.59,1751608.111,1820976.049
1171,2013/11/6,1818455.404,1958607.59,1730468.111,1799836.049
1172,2013/11/7,1809341.404,1948191.59,1721354.111,1790722.049
1173,2013/11/8,1786521.404,1922111.59,1698534.111,1767902.049
1174,2013/11/11,1792079.404,1928463.59,1704092.111,1773460.049
1175,2013/11/12,1808956.404,1947751.59,1720969.111,1790337.049
1176,2013/11/13,1772640.404,1906247.59,1684653.111,1754021.049
1177,2013/11/14,1784106.404,1919351.59,1696119.111,1765487.049
1178,2013/11/15,1816467.404,1956335.59,1728480.111,1797848.049
1179,2013/11/18,1871186.404,2018871.59,1783199.111,1852567.049
1180,2013/11/19,1859468.404,2005479.59,1771481.111,1840849.049
1181,2013/11/20,1868351.404,2015631.59,1780364.111,1849732.049
1182,2013/11/21,1857949.404,2003743.59,1769962.111,1839330.049
1183,2013/11/22,1849528.404,1994119.59,1761541.111,1830909.049
1184,2013/11/25,1842997.404,1986655.59,1755010.111,1824378.049
1185,2013/11/26,1842150.404,1985687.59,1754163.111,1823531.049
1186,2013/11/27,1861092.404,2007335.59,1773105.111,1842473.049
1187,2013/11/28,1878627.404,2027375.59,1790640.111,1860008.049
1188,2013/11/29,1878214.404,2026903.59,1790227.111,1859595.049
1189,2013/12/2,1864109.404,2010783.59,1776122.111,1845490.049
1190,2013/12/3,1880902.404,2029975.59,1792915.111,1862283.049
1191,2013/12/4,1903554.404,2055863.59,1815567.111,1884935.049
1192,2013/12/5,1898696.404,2050311.59,1810709.111,1880077.049
1193,2013/12/6,1887559.404,2037583.59,1799572.111,1868940.049
1194,2013/12/9,1886565.404,2036447.59,1798578.111,1867946.049
1195,2013/12/10,1888280.404,2038407.59,1800293.111,1869661.049
1196,2013/12/11,1859719.511,2005959.59,1771732.218,1841269.049
1197,2013/12/12,1859719.511,2003767.59,1771732.218,1839351.049
1198,2013/12/13,1859719.511,2001063.59,1771732.218,1836985.049
1199,2013/12/16,1859719.511,1970087.59,1771732.218,1809881.049
1200,2013/12/17,1859719.511,1960855.59,1771732.218,1801803.049
1201,2013/12/18,1859719.511,1961535.59,1771732.218,1802398.049
1202,2013/12/19,1859719.511,1941679.59,1771732.218,1785024.049
1203,2013/12/20,1859719.511,1898263.59,1771732.218,1747035.049
1204,2013/12/23,1859719.511,1903431.59,1771732.218,1751557.049
1205,2013/12/24,1859719.511,1906351.59,1771732.218,1754112.049
1206,2013/12/25,1859719.511,1919839.59,1771732.218,1765914.049
1207,2013/12/26,1859719.511,1888015.59,1771732.218,1738068.049
1208,2013/12/27,1859719.511,1918535.59,1771732.218,1764773.049
