代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
881001.WI,万得全A,1994/12/30,377.99,385.04,372.62,379.34,874.73,129970200
881001.WI,万得全A,1995/1/3,371.89,381.62,365.09,376,284.91,43052900
881001.WI,万得全A,1995/1/4,375.62,388.21,372.21,385.77,527.1,82272300
881001.WI,万得全A,1995/1/5,386.82,391.31,378.71,381.62,605.51,96223400
881001.WI,万得全A,1995/1/6,378.09,382.88,372.85,379.36,519.95,80172200
881001.WI,万得全A,1995/1/9,376.06,378.54,367.76,370.37,520.4,74724700
881001.WI,万得全A,1995/1/10,363.75,367.6,355.61,360.17,695.5,111045600
881001.WI,万得全A,1995/1/11,360.93,366.78,356.85,362.14,353.24,56800500
881001.WI,万得全A,1995/1/12,362.8,365.72,353.75,356.26,353.71,56694900
881001.WI,万得全A,1995/1/13,353.95,357.85,348.6,353.25,400.81,64797300
881001.WI,万得全A,1995/1/16,347.28,351.44,340.74,345.07,411.32,67615700
881001.WI,万得全A,1995/1/17,346.22,351.62,340.93,344.36,284.17,50445400
881001.WI,万得全A,1995/1/18,345.34,350.94,341.21,349.2,263.38,45964600
881001.WI,万得全A,1995/1/19,348.51,350.13,334.07,336.02,346.71,61137600
881001.WI,万得全A,1995/1/20,333.15,342.81,326.82,336.22,386.74,67254100
881001.WI,万得全A,1995/1/23,330.07,334.68,324.21,328.13,240.33,42756700
881001.WI,万得全A,1995/1/24,329.12,335.5,323.46,326.91,293.88,46007100
881001.WI,万得全A,1995/1/25,329.31,335.86,326.03,331.98,331.76,54510400
881001.WI,万得全A,1995/1/26,330.24,333.18,326.05,329.64,239.73,41868800
881001.WI,万得全A,1995/1/27,330.12,337.32,328.41,334.4,329.36,63202100
881001.WI,万得全A,1995/2/6,330,333.96,319.38,324.5,270.53,49960000
881001.WI,万得全A,1995/2/7,322.11,327.94,317.96,324.02,229.43,44605000
881001.WI,万得全A,1995/2/8,322.92,328.07,320.36,324.54,210.74,45006200
881001.WI,万得全A,1995/2/9,323.65,333.19,321.8,330.75,301.15,60773000
881001.WI,万得全A,1995/2/10,327.62,334.6,322.88,326.2,369.62,67840500
881001.WI,万得全A,1995/2/13,322.03,329.98,318.48,327.97,177.82,32765400
881001.WI,万得全A,1995/2/14,328.08,331.43,323.02,327.38,138.86,25340100
881001.WI,万得全A,1995/2/15,327,329.62,322.69,325.08,127.79,24102700
881001.WI,万得全A,1995/2/16,323.64,326.44,320.5,322.79,128.02,24326200
881001.WI,万得全A,1995/2/17,321.69,325.07,318.64,321.6,194.86,35340400
881001.WI,万得全A,1995/2/20,322.08,326.04,318.83,321.33,140.52,26526500
881001.WI,万得全A,1995/2/21,321.63,325.49,319.31,324.02,122.32,25792200
881001.WI,万得全A,1995/2/22,324.56,363.69,322.92,359.08,1372.37,224119000
881001.WI,万得全A,1995/2/23,354.35,366.38,339.43,351.59,1885.45,287560000
881001.WI,万得全A,1995/2/24,352.2,355.74,329.77,333.86,1097.06,165284800
881001.WI,万得全A,1995/2/27,346.98,357.68,332.55,335.34,1006.84,150506500
881001.WI,万得全A,1995/2/28,333.18,336.29,325.38,330.25,446.51,73374600
881001.WI,万得全A,1995/3/1,330.4,338.64,327.37,335.46,418.2,63647500
881001.WI,万得全A,1995/3/2,336.24,341.28,332.22,337.52,480.89,70335800
881001.WI,万得全A,1995/3/3,338.65,350.9,336.72,346.83,1301.31,187829300
881001.WI,万得全A,1995/3/6,350.99,370.48,347.42,368.68,2203.84,320676300
881001.WI,万得全A,1995/3/7,369.42,382.8,356.21,378.48,3754.07,557217600
881001.WI,万得全A,1995/3/8,376.55,386.38,366.91,374.54,3106.34,477323100
881001.WI,万得全A,1995/3/9,371.07,377.15,360.56,363.62,1807.87,254615900
881001.WI,万得全A,1995/3/10,360.09,363.38,350.43,353.4,1286.74,190995600
881001.WI,万得全A,1995/3/13,358.46,362.81,348.72,352.39,776.84,112809900
881001.WI,万得全A,1995/3/14,354,360.7,349.65,353.28,765.05,105720500
881001.WI,万得全A,1995/3/15,354.24,357.11,339.91,344.5,782.25,115459100
881001.WI,万得全A,1995/3/16,342.96,350.29,339.16,348.73,497.22,74071100
881001.WI,万得全A,1995/3/17,348.16,357.5,344.82,355.36,815.13,113777900
881001.WI,万得全A,1995/3/20,358.12,363.43,347.81,349.29,1182.74,156597100
881001.WI,万得全A,1995/3/21,347.52,355.93,345.07,353.13,546.88,85816200
881001.WI,万得全A,1995/3/22,354.87,366.01,352.2,364.65,1303.87,184951600
881001.WI,万得全A,1995/3/23,366.56,370.37,358.01,361.28,1678.35,247779300
881001.WI,万得全A,1995/3/24,360.87,365.93,355.66,363.35,913.82,133478400
881001.WI,万得全A,1995/3/27,366.03,373.55,362.95,370.92,1821.47,236585600
881001.WI,万得全A,1995/3/28,369.41,373.38,364.55,368.45,1173.6,148039100
881001.WI,万得全A,1995/3/29,366.87,375.03,361.57,373.59,1011.12,130558700
881001.WI,万得全A,1995/3/30,375.35,380.05,366.45,368.89,1979.4,224852200
881001.WI,万得全A,1995/3/31,368.54,378.19,365.62,375.92,1432.64,168626700
881001.WI,万得全A,1995/4/3,377.72,383.82,372.78,379.74,2215.83,262378100
881001.WI,万得全A,1995/4/4,377.69,383.2,372.9,380.39,1526.74,186671700
881001.WI,万得全A,1995/4/5,379.33,383.93,372.36,374.53,1577.66,174375000
881001.WI,万得全A,1995/4/6,372.72,381.11,369.19,378.86,1347.96,208945800
881001.WI,万得全A,1995/4/7,379.97,392.49,376.15,387.18,2798.37,446789100
881001.WI,万得全A,1995/4/10,390.51,396.52,381.99,386.62,2118.01,381309300
881001.WI,万得全A,1995/4/11,383.13,386.71,370.08,372.18,2250.03,420519100
881001.WI,万得全A,1995/4/12,368.46,378.12,365.86,373.8,1273.98,203958400
881001.WI,万得全A,1995/4/13,374.8,378.78,366.11,367.93,1248.36,172590300
881001.WI,万得全A,1995/4/14,366.83,374,363.94,371.72,916.46,137246700
881001.WI,万得全A,1995/4/17,372,375.47,365.51,368.33,704.79,102630700
881001.WI,万得全A,1995/4/18,367.82,371.62,363.91,366.02,569.2,82126300
881001.WI,万得全A,1995/4/19,366.02,371.5,363.94,369.01,665.55,88498500
881001.WI,万得全A,1995/4/20,370.91,377.12,367.59,374.64,1057.31,148213000
881001.WI,万得全A,1995/4/21,375.54,379.21,367.58,369.84,1100.49,180776900
881001.WI,万得全A,1995/4/24,364.45,368.11,356.82,360.16,912.33,135439600
881001.WI,万得全A,1995/4/25,357.54,362.55,353.58,359.96,582.07,89167200
881001.WI,万得全A,1995/4/26,360.75,363.87,346.37,348.32,832.68,135308700
881001.WI,万得全A,1995/4/27,336.85,352.27,306.86,332.1,1709.18,286921600
881001.WI,万得全A,1995/4/28,333.63,341.76,329.47,338.12,830.7,142196300
881001.WI,万得全A,1995/5/2,335.98,340.17,330.91,336.74,365.76,62192700
881001.WI,万得全A,1995/5/3,337.63,341.74,334.22,336.04,411.37,64518200
881001.WI,万得全A,1995/5/4,336.07,338.14,328.26,331.75,364.81,61531000
881001.WI,万得全A,1995/5/5,331.14,336.76,328.88,333.24,325.65,55129600
881001.WI,万得全A,1995/5/8,332.6,336.02,328.44,332.21,262.45,44264300
881001.WI,万得全A,1995/5/9,333.3,337.97,331,335.96,319.83,50645300
881001.WI,万得全A,1995/5/10,334.98,337.39,324.38,327.68,436.59,77186200
881001.WI,万得全A,1995/5/11,329.95,334.15,325.99,329.23,254.55,48274100
881001.WI,万得全A,1995/5/12,329.56,343.87,327.68,336.93,889.96,128373500
881001.WI,万得全A,1995/5/15,335.36,337.59,330.34,335.42,344.97,48732300
881001.WI,万得全A,1995/5/16,335.57,338.01,331.79,333.83,256.36,37905400
881001.WI,万得全A,1995/5/17,333.8,337.57,331.31,336.21,181.55,29850400
881001.WI,万得全A,1995/5/18,416.09,461.69,385.92,435.66,11514.56,1510728800
881001.WI,万得全A,1995/5/19,444,498.95,432.69,491.69,12678.17,1533650300
881001.WI,万得全A,1995/5/22,521.8,548.52,493.74,516.92,15605.39,1837648200
881001.WI,万得全A,1995/5/23,457.96,483.36,419.79,427.7,9940.65,1239567500
881001.WI,万得全A,1995/5/24,430.08,446.22,408.51,426.49,4300.24,574357000
881001.WI,万得全A,1995/5/25,429.16,435.93,397.4,402.92,3175.35,423369400
881001.WI,万得全A,1995/5/26,394.98,466.53,385.33,417.52,3968.23,524820700
881001.WI,万得全A,1995/5/29,413.8,418.59,399.32,410.95,1458.72,200401200
881001.WI,万得全A,1995/5/30,410.7,418.87,402.41,410.33,1199.48,162453100
881001.WI,万得全A,1995/5/31,405.53,410.57,396.9,404.09,977.6,135266000
881001.WI,万得全A,1995/6/1,405.93,412.33,400.63,409.19,800.79,113881600
881001.WI,万得全A,1995/6/2,410,417.8,406.26,412.07,1374.21,180475900
881001.WI,万得全A,1995/6/5,412.55,415.18,395.85,398.8,1097.04,150424600
881001.WI,万得全A,1995/6/6,392.33,400.06,387.4,397.73,887.85,127354400
881001.WI,万得全A,1995/6/7,397.39,413.71,393.01,413.7,1013.34,151007600
881001.WI,万得全A,1995/6/8,411.35,418.74,397.87,401.84,1781.37,261735500
881001.WI,万得全A,1995/6/9,401.6,410.77,399,405.52,930.43,159684200
881001.WI,万得全A,1995/6/12,401.42,408.23,395.93,402.9,946.32,215618400
881001.WI,万得全A,1995/6/13,402.16,407.84,398.41,403.67,646,136683800
881001.WI,万得全A,1995/6/14,403.29,406.79,394.04,397.6,759.36,131330900
881001.WI,万得全A,1995/6/15,395.14,397,366.88,373.48,1942.83,303322000
881001.WI,万得全A,1995/6/16,367.17,382.74,363.87,374.93,876.97,147183400
881001.WI,万得全A,1995/6/19,368.2,374.01,364.16,371.51,616.38,100949600
881001.WI,万得全A,1995/6/20,374.19,379.27,369.7,372.6,553.69,101435400
881001.WI,万得全A,1995/6/21,372.75,381.55,369.78,379.43,603.49,116560100
881001.WI,万得全A,1995/6/22,378.54,382.15,372.33,375.7,663,130370500
881001.WI,万得全A,1995/6/23,376.06,381.98,373.62,379.35,664.05,120111200
881001.WI,万得全A,1995/6/26,380.04,385.55,376.41,383.11,656.81,134261000
881001.WI,万得全A,1995/6/27,383.56,388.06,376.29,379.7,924.26,191183600
881001.WI,万得全A,1995/6/28,378.64,381.91,373.8,378.86,512.56,99188200
881001.WI,万得全A,1995/6/29,378.74,381.84,372.54,376.66,558,104732400
881001.WI,万得全A,1995/6/30,374.3,376.9,364.47,369.82,1059.89,215741700
881001.WI,万得全A,1995/7/3,362.82,366.1,356.18,359.91,778.89,151113200
881001.WI,万得全A,1995/7/4,358.37,365.64,355.87,363.78,593.5,113047100
881001.WI,万得全A,1995/7/5,366.03,373.68,362.39,370.92,806.77,140356600
881001.WI,万得全A,1995/7/6,372.18,380.82,365.75,371.68,1450.87,243337200
881001.WI,万得全A,1995/7/7,371.6,392.1,368.23,389.88,2193.03,378177300
881001.WI,万得全A,1995/7/10,390.91,397.36,381.23,390.65,2305.4,427489500
881001.WI,万得全A,1995/7/11,391.44,395.35,377.41,380.53,1501.3,279810100
881001.WI,万得全A,1995/7/12,378.69,385.8,376.05,381.35,846.55,149709800
881001.WI,万得全A,1995/7/13,382.74,390.29,379.29,387.01,1126.4,220832300
881001.WI,万得全A,1995/7/14,388.81,392.59,381.61,384.32,1107.17,232846200
881001.WI,万得全A,1995/7/17,382.32,408.84,380.07,402.98,3184.59,578609800
881001.WI,万得全A,1995/7/18,401.52,414.28,390.34,406.89,3237.45,743783700
881001.WI,万得全A,1995/7/19,407.92,415.61,389.11,393.5,3515.33,769608200
881001.WI,万得全A,1995/7/20,391.12,404.21,386.63,395.92,1863.14,411556900
881001.WI,万得全A,1995/7/21,397.52,405.44,390.6,398.52,1890.55,435411700
881001.WI,万得全A,1995/7/24,402.29,414.72,394.63,404.88,3952.31,974814300
881001.WI,万得全A,1995/7/25,404.96,410.33,395.07,400.67,2090.09,520970600
881001.WI,万得全A,1995/7/26,400.55,408.97,391.62,394.81,1940.34,412215300
881001.WI,万得全A,1995/7/27,393.14,400.52,390.35,398.08,1116.7,242790100
881001.WI,万得全A,1995/7/28,399.33,404.59,392.97,397.71,1747.98,348004200
881001.WI,万得全A,1995/7/31,398.64,403.04,392.8,397.68,1248.83,245937400
881001.WI,万得全A,1995/8/1,398.03,410.45,391.96,407.43,1912.95,347786400
881001.WI,万得全A,1995/8/2,408.95,416.8,396.03,399.9,3072.45,484379500
881001.WI,万得全A,1995/8/3,398.83,406.49,396.14,402.38,1187.35,215102300
881001.WI,万得全A,1995/8/4,404.34,407.98,401.81,405.02,1129.76,246160600
881001.WI,万得全A,1995/8/7,404.26,413.84,400.7,411.61,1573.35,362378400
881001.WI,万得全A,1995/8/8,415.67,421.12,404.61,409.3,2297.72,560396100
881001.WI,万得全A,1995/8/9,409,415.85,401.79,412.89,2038.86,455792700
881001.WI,万得全A,1995/8/10,413.97,428.9,406.86,422.06,4488.82,986268700
881001.WI,万得全A,1995/8/11,423.21,439.03,414.3,427.95,5462.5,1174449800
881001.WI,万得全A,1995/8/14,436.96,465.14,427.34,448.6,8144.99,1571742100
881001.WI,万得全A,1995/8/15,447.12,457.49,428.73,437.34,5380.79,961999900
881001.WI,万得全A,1995/8/16,438.42,454.15,432.33,448.63,5305.96,956443700
881001.WI,万得全A,1995/8/17,453.69,466.53,441.8,452.17,6121.57,1113439300
881001.WI,万得全A,1995/8/18,453.74,469.88,439.69,453.86,5710.96,1054181000
881001.WI,万得全A,1995/8/21,447.42,455.93,430.04,440.67,4124.74,804448800
881001.WI,万得全A,1995/8/22,439.96,449.03,428.77,435.71,2315.98,431816500
881001.WI,万得全A,1995/8/23,436.62,442.7,420.03,426.22,2146.3,403532900
881001.WI,万得全A,1995/8/24,422.74,430.49,412.2,426.61,1881.36,382254900
881001.WI,万得全A,1995/8/25,424.58,430.09,415.5,420.83,1563.2,305379600
881001.WI,万得全A,1995/8/28,417.74,425.81,412.5,420.12,985.98,206513600
881001.WI,万得全A,1995/8/29,423.05,430.07,413.16,416.69,1483.03,329401000
881001.WI,万得全A,1995/8/30,416.25,421.36,408.59,413.48,1100.44,249782500
881001.WI,万得全A,1995/8/31,412.23,422.39,407.5,419.19,1288.67,276958500
881001.WI,万得全A,1995/9/1,420.11,424.14,416.19,421.72,1035.97,197338700
881001.WI,万得全A,1995/9/4,423.87,432.02,417.55,426.53,2026.13,356090900
881001.WI,万得全A,1995/9/5,427.91,435.7,418.9,424.59,2120.82,338198100
881001.WI,万得全A,1995/9/6,423.75,436.58,419.06,433.43,2484.37,444139700
881001.WI,万得全A,1995/9/7,436.44,445.88,427.89,432.42,3724.59,719351500
881001.WI,万得全A,1995/9/8,431.63,437.67,424.87,430.1,2034.3,358776300
881001.WI,万得全A,1995/9/11,430.36,440.85,426.07,439.36,2509.26,483635300
881001.WI,万得全A,1995/9/12,447.53,453.89,430.89,435.12,3042.96,567029700
881001.WI,万得全A,1995/9/13,435.69,442.6,427.61,436.32,2222.06,442373700
881001.WI,万得全A,1995/9/14,437.86,444.95,429.8,435.9,2791.44,592617500
881001.WI,万得全A,1995/9/15,434.78,441.15,427.93,434.74,1937.51,379801200
881001.WI,万得全A,1995/9/18,435.39,441.26,428.9,435.7,1605.69,326316600
881001.WI,万得全A,1995/9/19,437.26,440.44,420.13,423.24,1866.84,398381300
881001.WI,万得全A,1995/9/20,419.09,423.2,411.09,417.56,1241.96,264336600
881001.WI,万得全A,1995/9/21,417.82,425.11,414.76,421.03,906.32,177556400
881001.WI,万得全A,1995/9/22,421.57,426.23,415.59,420.65,927.46,191231800
881001.WI,万得全A,1995/9/25,419.62,423.4,411.1,417.33,793.61,163694000
881001.WI,万得全A,1995/9/26,417.31,423.3,413.81,419.97,661.89,133733000
881001.WI,万得全A,1995/9/27,417.77,423.07,406.36,410.03,1618.86,319310900
881001.WI,万得全A,1995/9/28,407.47,415,402.39,411.25,1195.09,246656400
881001.WI,万得全A,1995/9/29,412.24,422.26,408.49,418.18,1239.86,248832100
881001.WI,万得全A,1995/10/4,417.36,420.82,409.26,415.87,769.82,148101200
881001.WI,万得全A,1995/10/5,415.21,421.04,411.25,418.88,646.18,121181900
881001.WI,万得全A,1995/10/6,418.54,424.94,411.39,416.02,1380.56,264484500
881001.WI,万得全A,1995/10/9,413.85,417.22,404.87,408.43,1317.53,269554800
881001.WI,万得全A,1995/10/10,406.88,421.19,401.08,408.71,2878.45,449580600
881001.WI,万得全A,1995/10/11,405.82,414.86,399.52,410.64,2808.72,469551800
881001.WI,万得全A,1995/10/12,412.36,419.69,403.67,407.91,3255.66,632026900
881001.WI,万得全A,1995/10/13,407.32,416.49,397.66,407.12,3152.83,442049700
881001.WI,万得全A,1995/10/16,407,413.71,399.12,405.57,1812.37,301156500
881001.WI,万得全A,1995/10/17,405.47,412.14,401.13,407.15,1307.43,233236000
881001.WI,万得全A,1995/10/18,409.95,419.61,405.49,415.3,2618.05,500259600
881001.WI,万得全A,1995/10/19,417.97,423.24,404,407.37,2913.73,521294000
881001.WI,万得全A,1995/10/20,405.5,427.26,400.33,422.8,2816.5,550763400
881001.WI,万得全A,1995/10/23,424.62,431.88,412.54,422.69,3508.31,669889300
881001.WI,万得全A,1995/10/24,424.51,432.12,417.91,424.82,2374.53,430840400
881001.WI,万得全A,1995/10/25,445.96,460.73,429.9,444.8,6088.46,1103185300
881001.WI,万得全A,1995/10/26,442.1,448.18,424.59,430.07,3917.97,813353800
881001.WI,万得全A,1995/10/27,428.68,434.45,418.72,422.71,2682.54,490891100
881001.WI,万得全A,1995/10/30,420.9,427.14,414.64,420.94,1737.23,340474100
881001.WI,万得全A,1995/10/31,421,427.15,413.3,417.55,2116.71,346764400
881001.WI,万得全A,1995/11/1,417.22,426.12,410.88,420.4,2065.41,383644400
881001.WI,万得全A,1995/11/2,420.12,425.52,414.7,419.28,1432.32,257903500
881001.WI,万得全A,1995/11/3,419.16,426.89,416.11,423.68,1635.56,274803800
881001.WI,万得全A,1995/11/6,424.11,430.15,419.55,426.92,1864.19,340196300
881001.WI,万得全A,1995/11/7,426.6,429.91,419.57,423.75,1522.25,269355900
881001.WI,万得全A,1995/11/8,420.71,423.15,410.8,414.75,1658.26,326066300
881001.WI,万得全A,1995/11/9,412.44,419.03,405.99,414.12,1465.54,247836100
881001.WI,万得全A,1995/11/10,414.06,418.54,409.49,412.95,1006.21,172099700
881001.WI,万得全A,1995/11/13,409.78,412.75,398.55,402.64,1111.27,212341600
881001.WI,万得全A,1995/11/14,401.48,407.73,397.97,403.11,828.81,160475000
881001.WI,万得全A,1995/11/15,402.83,407.48,395.31,405.21,1252.55,200808400
881001.WI,万得全A,1995/11/16,403.62,408.86,397,400.58,1239.76,184943900
881001.WI,万得全A,1995/11/17,398.8,404.55,393.99,398.49,964.46,160321700
881001.WI,万得全A,1995/11/20,395.12,401.58,391.26,398.42,736.17,117765600
881001.WI,万得全A,1995/11/21,399.29,404.75,395.95,400.88,706.48,121311300
881001.WI,万得全A,1995/11/22,401.29,404,389.46,391.63,789.26,139665000
881001.WI,万得全A,1995/11/23,390.77,395.91,385.69,389.17,765.38,135092300
881001.WI,万得全A,1995/11/24,389.65,394.4,385.58,390.34,582.79,102170800
881001.WI,万得全A,1995/11/27,388.71,392.59,379.54,382.03,628.28,115195700
881001.WI,万得全A,1995/11/28,381.15,387.36,374.36,384.42,810.12,149368100
881001.WI,万得全A,1995/11/29,382.76,384.89,374.17,377.77,568.43,107427600
881001.WI,万得全A,1995/11/30,375.84,384.36,369.12,376.06,680.09,128659700
881001.WI,万得全A,1995/12/1,369.86,377.04,364.04,371.85,592.81,122760200
881001.WI,万得全A,1995/12/4,369.17,373.89,366.27,372.25,315.1,64355200
881001.WI,万得全A,1995/12/5,372.67,376.72,369.87,373.67,311.34,63080400
881001.WI,万得全A,1995/12/6,373.09,375.4,366.48,368.74,500.27,83283200
881001.WI,万得全A,1995/12/7,368.16,373.46,364.54,370.45,403.58,73438400
881001.WI,万得全A,1995/12/8,371.08,379.07,367.96,373.45,1008.07,170764800
881001.WI,万得全A,1995/12/11,372.93,376.29,360.54,362.94,830.63,139399800
881001.WI,万得全A,1995/12/12,360.78,372.16,353.06,367.63,1101.74,185572400
881001.WI,万得全A,1995/12/13,368.19,372.8,356.59,360.21,1228,197902300
881001.WI,万得全A,1995/12/14,358.31,364.15,355.12,359.41,633.33,111878500
881001.WI,万得全A,1995/12/15,357.38,361.31,350.34,353.54,713.54,136661400
881001.WI,万得全A,1995/12/18,348.72,352.26,341.57,346.44,595.48,118182200
881001.WI,万得全A,1995/12/19,346.41,352.58,342.6,346.65,490.7,94969500
881001.WI,万得全A,1995/12/20,347.75,353.46,344.39,351.36,488.2,94479700
881001.WI,万得全A,1995/12/21,351.65,355.85,346.46,348.77,621.89,121522300
881001.WI,万得全A,1995/12/22,347.17,352.38,343.41,347.3,449.01,88944200
881001.WI,万得全A,1995/12/25,342.85,345.86,335.77,338.8,506.7,101366300
881001.WI,万得全A,1995/12/26,337.58,341.89,332.33,334.89,421.44,88249100
881001.WI,万得全A,1995/12/27,333.93,338.92,327.95,334.39,497.29,107978600
881001.WI,万得全A,1995/12/28,332.3,335.57,323.9,326.27,499.98,104253500
881001.WI,万得全A,1995/12/29,325.67,332.69,321.88,326.26,546.68,118413600
881001.WI,万得全A,1996/1/2,320.22,322.78,312.77,315.5,296.26,66146000
881001.WI,万得全A,1996/1/3,313.06,319.94,308.93,317.21,310.75,70505200
881001.WI,万得全A,1996/1/4,316.59,328.43,313.64,326.47,524.83,125929300
881001.WI,万得全A,1996/1/5,326.86,330.09,312.18,313.89,668.85,153302900
881001.WI,万得全A,1996/1/8,309.77,318.28,305.29,315.22,342.75,85562300
881001.WI,万得全A,1996/1/9,316.84,328.85,314.3,326.6,928.14,220202900
881001.WI,万得全A,1996/1/10,322.47,324.8,313.29,320.09,722.28,170884100
881001.WI,万得全A,1996/1/11,319.92,325.27,314.65,318.67,571.05,135747500
881001.WI,万得全A,1996/1/12,318.39,323.91,314.71,320.03,478.81,110620200
881001.WI,万得全A,1996/1/15,318.3,324.59,315.47,321.74,468.79,103640500
881001.WI,万得全A,1996/1/16,322.77,326.02,317.43,320.33,402.51,95153600
881001.WI,万得全A,1996/1/17,318.76,321.88,311.12,314.17,449.67,109976200
881001.WI,万得全A,1996/1/18,311.12,312.58,300.73,302.63,632.22,147348300
881001.WI,万得全A,1996/1/19,300.49,308.01,297.22,305.58,459.51,105323100
881001.WI,万得全A,1996/1/22,301.86,305.47,296.99,301.15,362.06,80521000
881001.WI,万得全A,1996/1/23,300.51,305.98,298.08,302.69,349.18,73497500
881001.WI,万得全A,1996/1/24,303.71,307.92,301.22,304.8,383.72,85050300
881001.WI,万得全A,1996/1/25,306.6,318.27,302.17,304.37,1093.01,269270200
881001.WI,万得全A,1996/1/26,300.65,312.95,298.6,308.75,540.21,127713900
881001.WI,万得全A,1996/1/29,309.64,315.01,305.93,310.87,573.38,129476100
881001.WI,万得全A,1996/1/30,312.72,315.86,306.86,313,617.14,134045000
881001.WI,万得全A,1996/1/31,311.23,317.63,308.41,315.26,989.68,238927000
881001.WI,万得全A,1996/2/1,314.17,317.47,310.37,315.19,555.96,124466600
881001.WI,万得全A,1996/2/2,313.15,316.49,308.25,313.82,557.53,116947200
881001.WI,万得全A,1996/2/5,315.57,317.95,304.7,306.32,771.32,144355100
881001.WI,万得全A,1996/2/6,304.04,308.72,301.01,304.85,459.02,93567100
881001.WI,万得全A,1996/2/7,304.19,309.59,302.55,306.57,376.64,78227500
881001.WI,万得全A,1996/2/8,306.51,309.03,303.27,305.17,250.76,54239800
881001.WI,万得全A,1996/2/9,305.55,309.46,303.34,307.18,211.22,47095500
881001.WI,万得全A,1996/2/12,306.33,309.77,303.73,307.88,236.93,49837700
881001.WI,万得全A,1996/2/13,307.41,314.22,306.16,312.09,351.77,82182200
881001.WI,万得全A,1996/2/14,312.52,317.27,308.69,310.68,355.77,82871400
881001.WI,万得全A,1996/2/15,310.54,317.13,308.88,315.22,485.45,105471800
881001.WI,万得全A,1996/2/16,316.17,326.24,314.91,324.1,1175.09,245827000
881001.WI,万得全A,1996/3/4,340.87,357.15,330.66,352.44,2842.37,551868700
881001.WI,万得全A,1996/3/5,351.43,359.47,338.75,344.56,2602.63,519105500
881001.WI,万得全A,1996/3/6,341.14,344.65,325.89,328.68,1474.88,297820900
881001.WI,万得全A,1996/3/7,327.24,335.88,325.43,334.12,734.04,144331100
881001.WI,万得全A,1996/3/8,332.57,338.04,326.2,334.69,1129.66,209517600
881001.WI,万得全A,1996/3/11,334.38,338.07,327.63,332.13,861.23,170201300
881001.WI,万得全A,1996/3/12,329.87,333.35,323.03,329.28,826.11,162695200
881001.WI,万得全A,1996/3/13,327.82,332.83,324.92,329.15,474.94,97650300
881001.WI,万得全A,1996/3/14,329.34,334.62,326.78,328.95,595.22,116500500
881001.WI,万得全A,1996/3/15,327.59,331.68,324.48,329.45,424.13,85421000
881001.WI,万得全A,1996/3/18,328.36,334.51,326.52,332.34,679.9,127878300
881001.WI,万得全A,1996/3/19,333.08,336.41,329.21,331.59,570.26,109799000
881001.WI,万得全A,1996/3/20,331.62,336.19,329.72,333.71,707.39,123668500
881001.WI,万得全A,1996/3/21,334.09,338.68,331.73,334.26,920.15,165883200
881001.WI,万得全A,1996/3/22,333.85,337.79,330.41,335.72,729.83,137132400
881001.WI,万得全A,1996/3/25,335.98,340.68,332.78,336.69,918.7,158623400
881001.WI,万得全A,1996/3/26,336.13,338.84,330.47,332.55,853.81,158022300
881001.WI,万得全A,1996/3/27,330.26,333.85,326.25,331.51,674.72,129228200
881001.WI,万得全A,1996/3/28,330.38,333.12,325.53,326.76,737.75,137014400
881001.WI,万得全A,1996/3/29,325.47,329.84,321.98,327.39,625.05,124868100
881001.WI,万得全A,1996/4/1,334.96,341.21,327.32,330.84,1129.99,198652600
881001.WI,万得全A,1996/4/2,328.93,331.35,324.4,326.41,488.48,95212500
881001.WI,万得全A,1996/4/3,325.85,331.08,324.26,328.28,373.18,72835400
881001.WI,万得全A,1996/4/4,328.13,332.38,325.07,329.97,463.82,83530600
881001.WI,万得全A,1996/4/5,330.86,341.79,328.9,339.48,1126.33,213764900
881001.WI,万得全A,1996/4/8,340.14,344.76,334.59,339.8,1719.4,321820700
881001.WI,万得全A,1996/4/9,338.83,343.2,335.15,338.31,908.69,192220500
881001.WI,万得全A,1996/4/10,337.9,343.68,335.64,340.27,942.93,174167800
881001.WI,万得全A,1996/4/11,339.64,344.57,336.89,342.64,983.19,184633200
881001.WI,万得全A,1996/4/12,344,351.35,341.6,344.74,1863.3,377424900
881001.WI,万得全A,1996/4/15,344.06,349.48,341.1,345.17,1274.44,269641100
881001.WI,万得全A,1996/4/16,345.53,352.98,343.44,350.9,1482.43,336552000
881001.WI,万得全A,1996/4/17,352.28,357.61,348.02,351.29,1892.51,404039200
881001.WI,万得全A,1996/4/18,350.26,360.61,347.26,359.55,1976.61,398541900
881001.WI,万得全A,1996/4/19,360.45,373.58,357.09,367.87,4095.29,743088100
881001.WI,万得全A,1996/4/22,370.22,382.77,360.09,368.7,5214.08,893738600
881001.WI,万得全A,1996/4/23,366.88,381.83,363.77,379.71,3262.34,615606100
881001.WI,万得全A,1996/4/24,387.17,412.3,384.22,408.85,7264.75,1284658900
881001.WI,万得全A,1996/4/25,414.08,427.54,387.49,394.82,7423.54,1228040000
881001.WI,万得全A,1996/4/26,400.16,447.52,396.9,432.81,11265.21,1801994800
881001.WI,万得全A,1996/4/29,443.07,472.04,426.33,460.11,10988.68,1709006400
881001.WI,万得全A,1996/4/30,457.85,470.77,412.25,427.66,9414.98,1470344800
881001.WI,万得全A,1996/5/2,450.2,462.33,399.68,409.61,7172.29,1146965000
